species,wlcent,gflog,excit,j_lo,e_upp,j_up,lande_lower,lande_upper,lande,gamrad,gamqst,gamvw,depth,reference,term_lower,term_upper,error,atom_number,ionization
TiO 1,4889.6423,0.594,1.223007437564038,122.0,3.756989485148181,121.0,99.0,99.0,99.0,7.228,0.0,0.0,0.005,_          -1.85178           6 wl:PPN2012   6 gf:PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,122,2","8s2.11s1.3p4.1d1 C,3,2,0,121,5",0.5,1.0,1.0
TiO 1,4889.6528,-0.841,0.533413121297212,65.0,3.0684113805590796,66.0,99.0,99.0,99.0,7.2989999999999995,0.0,0.0,0.002,_          0.119514           4 wl:PPN2012   4 gf:PPN2012   4 PPN2012   4 PPN2012   4 PPN2012   4 PPN2012   4 PPN2012   4 PPN2012   4 PPN2012    (50)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,65,2","8s2.11s1.3p4.1d1 C,3,2,0,66,4",0.5,1.0,1.0
TiO 1,4889.6606,0.578,0.6809709177707046,91.0,3.2159584028058124,92.0,99.0,99.0,99.0,7.275,0.0,0.0,0.036000000000000004,_          0.106631           6 wl:PPN2012   6 gf:PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,91,1","8s2.11s1.3p4.1d1 C,3,2,0,92,3",0.5,1.0,1.0
TiO 1,4889.6709,0.5920000000000001,1.226688776355321,121.0,3.761123738212822,120.0,99.0,99.0,99.0,7.23,0.0,0.0,0.005,_          -0.949128          6 wl:PPN2012   6 gf:PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,122,2","8s2.11s1.3p4.1d1 C,3,2,0,121,5",0.5,1.0,1.0
TiO 1,4889.6825,-0.508,0.5917368747848875,92.0,3.1267311913492755,91.0,99.0,99.0,99.0,7.277,0.0,0.0,0.004,_          0.141694           2 wl:PPN2012   2 gf:PPN2012   2 PPN2012   2 PPN2012   2 PPN2012   2 PPN2012   2 PPN2012   2 PPN2012   2 PPN2012    (47)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,93,0","8s2.11s1.3p4.1d1 C,3,2,0,92,2",0.5,1.0,1.0
TiO 1,4889.6831,0.489,1.040868960605757,86.0,3.5757895561663293,87.0,99.0,99.0,99.0,7.372999999999999,0.0,0.0,0.008,_                             6 wl:PPN2012   6 gf:PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 a,1,2,0,86,1","8s2.11s1.3p4.1d1 f,1,2,0,87,3",0.5,1.0,1.0
TiO 1,4889.719,-0.369,0.6829018228652649,92.0,3.2177710517728255,93.0,99.0,99.0,99.0,7.274,0.0,0.0,0.004,_          -0.0630668         3 wl:PPN2012   3 gf:PPN2012   3 PPN2012   3 PPN2012   3 PPN2012   3 PPN2012   3 PPN2012   3 PPN2012   3 PPN2012    (46)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,91,1","8s2.11s1.3p4.1d1 C,3,2,0,92,3",0.5,1.0,1.0
CN 1,4889.7336,-3.635,0.48290605072639864,31.5,3.0178004112307866,32.5,99.0,99.0,99.0,7.18,0.0,0.0,0.001,_                            28 wl:BRW  28 gf:BRW  28 BRW  28 BRW  28 BRW  28 BRW  28 BRW  28 BRW  28 BRW    (12)C(14)N,"3s2.4s2.1p4.5s1 X,2,0,e,31,1","3s2.4s2.1p3.5s2 A,2,1,e,32,8",0.5,1.0,1.0
TiO 1,4889.7337,-0.679,0.5480951687821677,66.0,3.0830529224067216,67.0,99.0,99.0,99.0,7.297999999999999,0.0,0.0,0.003,_          0.122381           2 wl:PPN2012   2 gf:PPN2012   2 PPN2012   2 PPN2012   2 PPN2012   2 PPN2012   2 PPN2012   2 PPN2012   2 PPN2012    (47)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,66,2","8s2.11s1.3p4.1d1 C,3,2,0,67,4",0.5,1.0,1.0
TiO 1,4889.7721,0.19399999999999998,0.41152903015593245,48.0,2.9464121700904493,47.0,99.0,99.0,99.0,7.312,0.0,0.0,0.042,_          0.0168236          6 wl:PPN2012   6 gf:PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,48,2","8s2.11s1.3p4.1d1 C,3,2,0,47,4",0.5,1.0,1.0
Dy 2,4889.78,-1.01,2.293036898689041,5.5,4.82790621438554,6.5,1.4,1.38,1.33,0.0,0.0,0.0,0.003,E 0.02     Wisconsin REE ex  11 wl:WLN  11 gf:WLN  11 WLN  11 WLN  11 WLN  11 WLN  11 WLN  11 WLN  11 WLN    Dy+,4f9.(6H).5d.(7F).6s* 4f9.(6H).5d.(7F).6s*,4f9.(7H).5d.(7H).6p 8G,1.0471285480508996,1.0,2.0
Cr 1,4889.8042,-3.282,2.7087862889347574,2.0,5.243644074100891,1.0,1.85,1.5,2.02,8.36,-5.94,-7.72,0.165,_          Kurucz Cr I 2016  10 wl:K16  10 gf:K16  10 K16  10 K16  10 K16  10 K16  10 K16  10 K16  10 K16    Cr,3d5.(4P).4s a5P,3d4.(a3P).4s.4p.(3P*) x5D*,0.5,1.0,1.0
TiO 1,4889.8042,-0.64,0.5561527777915538,65.0,3.091024486383064,66.0,99.0,99.0,99.0,7.2989999999999995,0.0,0.0,0.003,_          0.0267320          3 wl:PPN2012   3 gf:PPN2012   3 PPN2012   3 PPN2012   3 PPN2012   3 PPN2012   3 PPN2012   3 PPN2012   3 PPN2012    (46)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,66,2","8s2.11s1.3p4.1d1 C,3,2,0,67,4",0.5,1.0,1.0
TiO 1,4889.8126,-0.7659999999999999,0.4214411947910767,47.0,2.956302761475233,46.0,99.0,99.0,99.0,7.313,0.0,0.0,0.004,_          0.0156698          3 wl:PPN2012   3 gf:PPN2012   3 PPN2012   3 PPN2012   3 PPN2012   3 PPN2012   3 PPN2012   3 PPN2012   3 PPN2012    (46)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,48,2","8s2.11s1.3p4.1d1 C,3,2,0,47,4",0.5,1.0,1.0
TiO 1,4889.818,-0.6679999999999999,0.4899458982555919,72.0,3.0248341587374643,71.0,99.0,99.0,99.0,7.296,0.0,0.0,0.004,_          0.0725063          4 wl:PPN2012   4 gf:PPN2012   4 PPN2012   4 PPN2012   4 PPN2012   4 PPN2012   4 PPN2012   4 PPN2012   4 PPN2012    (50)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,73,1","8s2.11s1.3p4.1d1 C,3,2,0,72,3",0.5,1.0,1.0
TiO 1,4889.8228,-0.828,0.5412849275882694,64.0,3.076147870497018,65.0,99.0,99.0,99.0,7.2989999999999995,0.0,0.0,0.002,_          0.0285022          8 wl:PPN2012   8 gf:PPN2012   8 PPN2012   8 PPN2012   8 PPN2012   8 PPN2012   8 PPN2012   8 PPN2012   8 PPN2012    (49)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,65,2","8s2.11s1.3p4.1d1 C,3,2,0,66,4",0.5,1.0,1.0
TiO 1,4889.8228,-0.56,0.6825857499506544,90.0,3.217457495737423,91.0,99.0,99.0,99.0,7.275,0.0,0.0,0.002,_          0.0454500          8 wl:PPN2012   8 gf:PPN2012   8 PPN2012   8 PPN2012   8 PPN2012   8 PPN2012   8 PPN2012   8 PPN2012   8 PPN2012    (49)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,91,1","8s2.11s1.3p4.1d1 C,3,2,0,92,3",0.5,1.0,1.0
TiO 1,4889.8233,0.636,1.590464945699881,149.0,4.124342263832421,150.0,99.0,99.0,99.0,7.1739999999999995,0.0,0.0,0.001,_          -1.87311           6 wl:PPN2012   6 gf:PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,150,1","8s2.11s1.3p4.1d1 C,3,2,0,151,4",0.5,1.0,1.0
Ti 1,4889.8252,-1.227,2.6953801256307073,5.0,5.230227000187464,4.0,1.21,1.35,0.93,8.09,-4.6,-7.55,0.506,_          Kurucz TiI 2016   22 wl:K16  22 gf:K16  22 K16  22 K16  22 K16  22 K16  22 K16  22 K16  22 K16    Ti,3d2.(3F).4s.4p.(3P*) z3G*,3d2.4s.(4F).4d e5D,0.5,1.0,1.0
TiO 1,4889.8259,-0.45799999999999996,0.5903421517507065,93.0,3.125204945878418,92.0,99.0,99.0,99.0,7.276,0.0,0.0,0.005,_          0.0313679          3 wl:PPN2012   3 gf:PPN2012   3 PPN2012   3 PPN2012   3 PPN2012   3 PPN2012   3 PPN2012   3 PPN2012   3 PPN2012    (46)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,93,0","8s2.11s1.3p4.1d1 C,3,2,0,92,2",0.5,1.0,1.0
TiO 1,4889.8388,0.496,0.48325243777729066,74.0,3.0181506665886393,73.0,99.0,99.0,99.0,7.295,0.0,0.0,0.063,_          0.112691           6 wl:PPN2012   6 gf:PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,73,1","8s2.11s1.3p4.1d1 C,3,2,0,72,3",0.5,1.0,1.0
MgH 1,4889.8628,-1.651,0.4668685707994402,13.5,3.0016959798371943,14.5,99.0,99.0,99.0,7.06,0.0,0.0,0.013999999999999999,_                            18 wl:KMGH  18 gf:KMGH  18 KMGH  18 KMGH  18 KMGH  18 KMGH  18 KMGH  18 KMGH  18 KMGH    (24)MgH,"4s2.5s1 X,2,0,e,13,2","4s1.5s2/4s2.7s1/4s2.6s1 B,2,0,e,14,2",0.5,1.0,1.0
MgH 1,4889.8628,-1.682,0.4668685707994402,12.5,3.0016959798371943,13.5,99.0,99.0,99.0,7.06,0.0,0.0,0.013000000000000001,_                            18 wl:KMGH  18 gf:KMGH  18 KMGH  18 KMGH  18 KMGH  18 KMGH  18 KMGH  18 KMGH  18 KMGH    (24)MgH,"4s2.5s1 X,2,0,f,13,2","4s1.5s2/4s2.7s1/4s2.6s1 B,2,0,f,14,2",0.5,1.0,1.0
TiO 1,4889.8734,0.159,1.1848995802391011,82.0,3.7197215711674256,82.0,99.0,99.0,99.0,7.48,0.0,0.0,0.002,_                             6 wl:PPN2012   6 gf:PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,-,83,6","8s2.3p4.4p1.1d1 B,3,1,+,83,9",0.5,1.0,1.0
CN 1,4889.8855,-3.645,0.49764107665893337,31.5,3.0324567071979276,32.5,99.0,99.0,99.0,7.18,0.0,0.0,0.001,_                            28 wl:BRW  28 gf:BRW  28 BRW  28 BRW  28 BRW  28 BRW  28 BRW  28 BRW  28 BRW    (12)C(14)N,"3s2.4s2.1p4.5s1 X,2,0,f,32,1","3s2.4s2.1p3.5s2 A,2,1,f,33,8",0.5,1.0,1.0
TiO 1,4889.887,-0.376,0.812862021458193,111.0,3.347612510699836,112.0,99.0,99.0,99.0,7.249,0.0,0.0,0.002,_          -0.124249          3 wl:PPN2012   3 gf:PPN2012   3 PPN2012   3 PPN2012   3 PPN2012   3 PPN2012   3 PPN2012   3 PPN2012   3 PPN2012    (46)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,110,0","8s2.11s1.3p4.1d1 C,3,2,0,111,2",0.5,1.0,1.0
TiO 1,4889.8979,-0.958,0.41099067837209746,46.0,2.94580737517519,45.0,99.0,99.0,99.0,7.313,0.0,0.0,0.003,_          0.0144001          8 wl:PPN2012   8 gf:PPN2012   8 PPN2012   8 PPN2012   8 PPN2012   8 PPN2012   8 PPN2012   8 PPN2012   8 PPN2012    (49)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,47,2","8s2.11s1.3p4.1d1 C,3,2,0,46,4",0.5,1.0,1.0
TiO 1,4889.9215,-0.836,0.5276802159903907,66.0,3.062365167185251,67.0,99.0,99.0,99.0,7.297999999999999,0.0,0.0,0.002,_          -0.216316          4 wl:PPN2012   4 gf:PPN2012   4 PPN2012   4 PPN2012   4 PPN2012   4 PPN2012   4 PPN2012   4 PPN2012   4 PPN2012    (50)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,65,2","8s2.11s1.3p4.1d1 C,3,2,0,66,4",0.5,1.0,1.0
TiO 1,4889.9277,0.488,0.58875215360551,92.0,3.12361943596117,91.0,99.0,99.0,99.0,7.277,0.0,0.0,0.042,_          0.141694           6 wl:PPN2012   6 gf:PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,93,0","8s2.11s1.3p4.1d1 C,3,2,0,92,2",0.5,1.0,1.0
TiO 1,4889.9555,0.175,0.8861105834894707,83.0,3.420889899057026,82.0,99.0,99.0,99.0,7.3839999999999995,0.0,0.0,0.006,_                             6 wl:PPN2012   6 gf:PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 a,1,2,0,83,0","8s2.11s1.3p4.1d1 f,1,2,0,82,2",0.5,1.0,1.0
TiO 1,4889.9583,-0.674,0.5424626410816183,67.0,3.077111475679756,68.0,99.0,99.0,99.0,7.297000000000001,0.0,0.0,0.003,_          -0.249121          2 wl:PPN2012   2 gf:PPN2012   2 PPN2012   2 PPN2012   2 PPN2012   2 PPN2012   2 PPN2012   2 PPN2012   2 PPN2012    (47)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,66,2","8s2.11s1.3p4.1d1 C,3,2,0,67,4",0.5,1.0,1.0
TiO 1,4889.9907,-0.556,0.6779082725232173,91.0,3.2127246469673962,92.0,99.0,99.0,99.0,7.275,0.0,0.0,0.002,_          0.106631           8 wl:PPN2012   8 gf:PPN2012   8 PPN2012   8 PPN2012   8 PPN2012   8 PPN2012   8 PPN2012   8 PPN2012   8 PPN2012    (49)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,91,1","8s2.11s1.3p4.1d1 C,3,2,0,92,3",0.5,1.0,1.0
TiO 1,4889.9915,-0.165,0.9611379096065932,71.0,3.495898602747688,70.0,99.0,99.0,99.0,7.281000000000001,0.0,0.0,0.002,_                             6 wl:PPN2012   6 gf:PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,72,5","8s2.11s1.3p4.1d1 C,3,2,0,71,8",0.5,1.0,1.0
Mn 1,4889.9924,-2.521,4.665620446680348,4.5,7.200380656283073,5.5,1.16,1.27,1.51,8.33,-6.17,-7.77,0.002,_          Kurucz MnI 2007   39 wl:K07  39 gf:K07  39 K07  39 K07  39 K07  39 K07  39 K07  39 K07  39 K07    Mn,3d6.(3G).4s b4G,3d5.(4G).4s.4p.(1P*) y4G*,0.5,1.0,1.0
Ti 1,4889.9936,-0.7290000000000001,3.147751844140953,4.0,5.682511433822691,5.0,1.21,1.03,0.67,8.25,-5.35,-7.47,0.396,_          Kurucz TiI 2016   22 wl:K16  22 gf:K16  22 K16  22 K16  22 K16  22 K16  22 K16  22 K16  22 K16    Ti,3d2.(3F).4s.4p.(1P*) y3F*,3d2.4s.(2F).4d f3H,0.5,1.0,1.0
V 1,4890.0558,-2.682,2.114545537535968,2.5,4.649272900749162,2.5,0.59,0.6,0.6,7.85,-6.09,-7.77,0.34600000000000003,"_          Kurucz V I 2009   19 wl:K09  19 gf:K09  19 K09  19 K09  19 K09  19 K09  19 K09  19 K09  19 K09   hfs:UBDE,GEOB V",3d4.(3G).4s a4G,3d4.(a3F).4p v4G*,0.5,1.0,1.0
V 1,4890.0558,-1.983,2.1145455573734395,2.5,4.649272900749162,2.5,0.59,0.6,0.6,7.85,-6.09,-7.77,0.34600000000000003,"_          Kurucz V I 2009   19 wl:K09  19 gf:K09  19 K09  19 K09  19 K09  19 K09  19 K09  19 K09  19 K09   hfs:UBDE,GEOB V",3d4.(3G).4s a4G,3d4.(a3F).4p v4G*,0.5,1.0,1.0
V 2,4890.057,-2.015,3.799094022672246,3.0,6.333820756541654,3.0,1.05,1.27,1.16,8.31,-6.5,-7.86,0.002,_          Kurucz V II 2010  16 wl:K10  16 gf:K10  16 K10  16 K10  16 K10  16 K10  16 K10  16 K10  16 K10    V+,3d4 d3F,3d3.(2P).4p y3D*,0.5,1.0,2.0
TiO 1,4890.0691,-0.503,0.5871980364870616,93.0,3.1219348626701433,92.0,99.0,99.0,99.0,7.276,0.0,0.0,0.004,_          0.0313679          2 wl:PPN2012   2 gf:PPN2012   2 PPN2012   2 PPN2012   2 PPN2012   2 PPN2012   2 PPN2012   2 PPN2012   2 PPN2012    (47)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,93,0","8s2.11s1.3p4.1d1 C,3,2,0,92,2",0.5,1.0,1.0
V 1,4890.0714,-2.501,2.1145455210460695,2.5,4.649264811400198,2.5,0.59,0.6,0.6,7.85,-6.09,-7.77,0.34600000000000003,"_          Kurucz V I 2009   19 wl:K09  19 gf:K09  19 K09  19 K09  19 K09  19 K09  19 K09  19 K09  19 K09   hfs:UBDE,GEOB V",3d4.(3G).4s a4G,3d4.(a3F).4p v4G*,0.5,1.0,1.0
V 1,4890.0714,-2.275,2.114545537535968,2.5,4.649264811400198,2.5,0.59,0.6,0.6,7.85,-6.09,-7.77,0.34600000000000003,"_          Kurucz V I 2009   19 wl:K09  19 gf:K09  19 K09  19 K09  19 K09  19 K09  19 K09  19 K09  19 K09   hfs:UBDE,GEOB V",3d4.(3G).4s a4G,3d4.(a3F).4p v4G*,0.5,1.0,1.0
V 1,4890.0714,-2.682,2.1145455573734395,2.5,4.649264811400198,2.5,0.59,0.6,0.6,7.85,-6.09,-7.77,0.34600000000000003,"_          Kurucz V I 2009   19 wl:K09  19 gf:K09  19 K09  19 K09  19 K09  19 K09  19 K09  19 K09  19 K09   hfs:UBDE,GEOB V",3d4.(3G).4s a4G,3d4.(a3F).4p v4G*,0.5,1.0,1.0
TiO 1,4890.0774,0.419,0.8976664934194147,58.0,3.432382614241519,59.0,99.0,99.0,99.0,7.382999999999999,0.0,0.0,0.011000000000000001,_                             6 wl:PPN2012   6 gf:PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 a,1,2,0,58,2","8s2.11s1.3p4.1d1 f,1,2,0,59,4",0.5,1.0,1.0
TiO 1,4890.0778,-0.414,0.679557646700582,92.0,3.2142409737024558,93.0,99.0,99.0,99.0,7.274,0.0,0.0,0.004,_          -0.0630668         2 wl:PPN2012   2 gf:PPN2012   2 PPN2012   2 PPN2012   2 PPN2012   2 PPN2012   2 PPN2012   2 PPN2012   2 PPN2012    (47)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,91,1","8s2.11s1.3p4.1d1 C,3,2,0,92,3",0.5,1.0,1.0
V 1,4890.0843,-2.47,2.1145455077797606,2.5,4.649258070255398,2.5,0.59,0.6,0.6,7.85,-6.09,-7.77,0.34600000000000003,"_          Kurucz V I 2009   19 wl:K09  19 gf:K09  19 K09  19 K09  19 K09  19 K09  19 K09  19 K09  19 K09   hfs:UBDE,GEOB V",3d4.(3G).4s a4G,3d4.(a3F).4p v4G*,0.5,1.0,1.0
V 1,4890.0844,-2.681,2.1145455210460695,2.5,4.649258070255398,2.5,0.59,0.6,0.6,7.85,-6.09,-7.77,0.34600000000000003,"_          Kurucz V I 2009   19 wl:K09  19 gf:K09  19 K09  19 K09  19 K09  19 K09  19 K09  19 K09  19 K09   hfs:UBDE,GEOB V",3d4.(3G).4s a4G,3d4.(a3F).4p v4G*,0.5,1.0,1.0
V 1,4890.0844,-2.501,2.114545537535968,2.5,4.649258070255398,2.5,0.59,0.6,0.6,7.85,-6.09,-7.77,0.34600000000000003,"_          Kurucz V I 2009   19 wl:K09  19 gf:K09  19 K09  19 K09  19 K09  19 K09  19 K09  19 K09  19 K09   hfs:UBDE,GEOB V",3d4.(3G).4s a4G,3d4.(a3F).4p v4G*,0.5,1.0,1.0
TiO 1,4890.0865,-0.958,0.39584859992084853,48.0,2.9305822397100556,47.0,99.0,99.0,99.0,7.313,0.0,0.0,0.003,_          0.0427681          4 wl:PPN2012   4 gf:PPN2012   4 PPN2012   4 PPN2012   4 PPN2012   4 PPN2012   4 PPN2012   4 PPN2012   4 PPN2012    (50)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,47,2","8s2.11s1.3p4.1d1 C,3,2,0,46,4",0.5,1.0,1.0
TiO 1,4890.0896,-0.794,0.4063387664861787,49.0,2.941070186958251,48.0,99.0,99.0,99.0,7.312,0.0,0.0,0.004,_          0.0415617          2 wl:PPN2012   2 gf:PPN2012   2 PPN2012   2 PPN2012   2 PPN2012   2 PPN2012   2 PPN2012   2 PPN2012   2 PPN2012    (47)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,48,2","8s2.11s1.3p4.1d1 C,3,2,0,47,4",0.5,1.0,1.0
V 1,4890.0947,-2.5340000000000003,2.1145454978610245,2.5,4.64925267731476,2.5,0.59,0.6,0.6,7.85,-6.09,-7.77,0.34600000000000003,"_          Kurucz V I 2009   19 wl:K09  19 gf:K09  19 K09  19 K09  19 K09  19 K09  19 K09  19 K09  19 K09   hfs:UBDE,GEOB V",3d4.(3G).4s a4G,3d4.(a3F).4p v4G*,0.5,1.0,1.0
V 1,4890.0947,-3.398,2.1145455077797606,2.5,4.64925267731476,2.5,0.59,0.6,0.6,7.85,-6.09,-7.77,0.34600000000000003,"_          Kurucz V I 2009   19 wl:K09  19 gf:K09  19 K09  19 K09  19 K09  19 K09  19 K09  19 K09  19 K09   hfs:UBDE,GEOB V",3d4.(3G).4s a4G,3d4.(a3F).4p v4G*,0.5,1.0,1.0
V 1,4890.0948,-2.47,2.1145455210460695,2.5,4.64925267731476,2.5,0.59,0.6,0.6,7.85,-6.09,-7.77,0.34600000000000003,"_          Kurucz V I 2009   19 wl:K09  19 gf:K09  19 K09  19 K09  19 K09  19 K09  19 K09  19 K09  19 K09   hfs:UBDE,GEOB V",3d4.(3G).4s a4G,3d4.(a3F).4p v4G*,0.5,1.0,1.0
TiO 1,4890.0957,-0.894,0.5878662121240675,58.0,3.122572885350325,58.0,99.0,99.0,99.0,7.284,0.0,0.0,0.002,_                             6 wl:PPN2012   6 gf:PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,+,57,3","8s2.3p4.4p1.1d1 B,3,1,-,57,7",0.5,1.0,1.0
TiO 1,4890.0991,-0.163,0.9555366135253865,72.0,3.4902415757697187,71.0,99.0,99.0,99.0,7.281000000000001,0.0,0.0,0.002,_                             6 wl:PPN2012   6 gf:PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,72,5","8s2.11s1.3p4.1d1 C,3,2,0,71,8",0.5,1.0,1.0
V 1,4890.1025,-2.733,2.1145454912898622,2.5,4.64924863270227,2.5,0.59,0.6,0.6,7.85,-6.09,-7.77,0.34600000000000003,"_          Kurucz V I 2009   19 wl:K09  19 gf:K09  19 K09  19 K09  19 K09  19 K09  19 K09  19 K09  19 K09   hfs:UBDE,GEOB V",3d4.(3G).4s a4G,3d4.(a3F).4p v4G*,0.5,1.0,1.0
V 1,4890.1025,-4.641,2.1145454978610245,2.5,4.64924863270227,2.5,0.59,0.6,0.6,7.85,-6.09,-7.77,0.34600000000000003,"_          Kurucz V I 2009   19 wl:K09  19 gf:K09  19 K09  19 K09  19 K09  19 K09  19 K09  19 K09  19 K09   hfs:UBDE,GEOB V",3d4.(3G).4s a4G,3d4.(a3F).4p v4G*,0.5,1.0,1.0
V 1,4890.1025,-2.5340000000000003,2.1145455077797606,2.5,4.64924863270227,2.5,0.59,0.6,0.6,7.85,-6.09,-7.77,0.34600000000000003,"_          Kurucz V I 2009   19 wl:K09  19 gf:K09  19 K09  19 K09  19 K09  19 K09  19 K09  19 K09  19 K09   hfs:UBDE,GEOB V",3d4.(3G).4s a4G,3d4.(a3F).4p v4G*,0.5,1.0,1.0
Dy 2,4890.103,-2.314,0.1026973506064811,7.5,2.63740052747837,7.5,1.2,1.21,1.21,0.0,0.0,0.0,0.26,_          La1 to Lu 2 Bell   1 wl:MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC   1 MC   1 MC   1 MC    Dy+,"4f10.(5I<8>).6s.<1/2> (8,1/2)",4f9.(6H*).5d.\ (7I*).6s  *,0.5,1.0,2.0
V 1,4890.1077,-2.988,2.1145454912898622,2.5,4.64924593616996,2.5,0.59,0.6,0.6,7.85,-6.09,-7.77,0.34600000000000003,"_          Kurucz V I 2009   19 wl:K09  19 gf:K09  19 K09  19 K09  19 K09  19 K09  19 K09  19 K09  19 K09   hfs:UBDE,GEOB V",3d4.(3G).4s a4G,3d4.(a3F).4p v4G*,0.5,1.0,1.0
V 1,4890.1077,-2.733,2.1145454978610245,2.5,4.64924593616996,2.5,0.59,0.6,0.6,7.85,-6.09,-7.77,0.34600000000000003,"_          Kurucz V I 2009   19 wl:K09  19 gf:K09  19 K09  19 K09  19 K09  19 K09  19 K09  19 K09  19 K09   hfs:UBDE,GEOB V",3d4.(3G).4s a4G,3d4.(a3F).4p v4G*,0.5,1.0,1.0
TiO 1,4890.1087,-0.42100000000000004,0.8084889748292242,111.0,3.3431245307198125,112.0,99.0,99.0,99.0,7.249,0.0,0.0,0.002,_          -0.124249          2 wl:PPN2012   2 gf:PPN2012   2 PPN2012   2 PPN2012   2 PPN2012   2 PPN2012   2 PPN2012   2 PPN2012   2 PPN2012    (47)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,110,0","8s2.11s1.3p4.1d1 C,3,2,0,111,2",0.5,1.0,1.0
TiO 1,4890.1445,0.17800000000000002,0.7517096552941748,34.0,3.2863910977362467,33.0,99.0,99.0,99.0,7.393,0.0,0.0,0.011000000000000001,_                             6 wl:PPN2012   6 gf:PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012   6 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 a,1,2,0,34,2","8s2.11s1.3p4.1d1 f,1,2,0,33,4",0.5,1.0,1.0
TiO 1,4890.1498,-0.579,0.6796719229353904,90.0,3.214374132730539,91.0,99.0,99.0,99.0,7.275,0.0,0.0,0.002,_          0.0454500          4 wl:PPN2012   4 gf:PPN2012   4 PPN2012   4 PPN2012   4 PPN2012   4 PPN2012   4 PPN2012   4 PPN2012   4 PPN2012    (50)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,91,1","8s2.11s1.3p4.1d1 C,3,2,0,92,3",0.5,1.0,1.0
